abnormal pos: x = 0, y = 0, cpnt = 0, average =  85.00
abnormal pos: x = 158, y = 314, cpnt = 2, average =  36.10
abnormal pos: x = 159, y = 314, cpnt = 0, average =  30.90
abnormal pos: x = 159, y = 314, cpnt = 2, average =  36.50
abnormal pos: x = 160, y = 314, cpnt = 0, average =  32.10
abnormal pos: x = 160, y = 314, cpnt = 2, average =  36.10
abnormal pos: x = 161, y = 314, cpnt = 0, average =  32.40
abnormal pos: x = 161, y = 314, cpnt = 2, average =  34.30
abnormal pos: x = 162, y = 314, cpnt = 0, average =  32.30
abnormal pos: x = 162, y = 314, cpnt = 1, average =  30.70
abnormal pos: x = 162, y = 314, cpnt = 2, average =  37.10
abnormal pos: x = 163, y = 314, cpnt = 0, average =  32.20
abnormal pos: x = 163, y = 314, cpnt = 1, average =  34.50
abnormal pos: x = 163, y = 314, cpnt = 2, average =  40.30
abnormal pos: x = 164, y = 314, cpnt = 1, average =  30.10
abnormal pos: x = 164, y = 314, cpnt = 2, average =  33.90
abnormal pos: x = 165, y = 314, cpnt = 2, average =  32.80
abnormal pos: x = 166, y = 314, cpnt = 2, average =  33.10
abnormal pos: x = 175, y = 314, cpnt = 2, average =  30.20
abnormal pos: x = 176, y = 314, cpnt = 2, average =  32.00
abnormal pos: x = 177, y = 314, cpnt = 2, average =  32.20
abnormal pos: x = 178, y = 314, cpnt = 1, average =  30.70
abnormal pos: x = 178, y = 314, cpnt = 2, average =  33.90
abnormal pos: x = 179, y = 314, cpnt = 0, average =  30.60
abnormal pos: x = 179, y = 314, cpnt = 1, average =  33.00
abnormal pos: x = 179, y = 314, cpnt = 2, average =  34.50
abnormal pos: x = 180, y = 314, cpnt = 0, average =  31.20
abnormal pos: x = 180, y = 314, cpnt = 1, average =  32.00
abnormal pos: x = 180, y = 314, cpnt = 2, average =  33.30
abnormal pos: x = 240, y = 314, cpnt = 0, average =  35.90
abnormal pos: x = 240, y = 314, cpnt = 1, average =  37.90
abnormal pos: x = 240, y = 314, cpnt = 2, average =  32.10
abnormal pos: x = 241, y = 314, cpnt = 0, average =  32.00
abnormal pos: x = 241, y = 314, cpnt = 1, average =  34.00
abnormal pos: x = 242, y = 314, cpnt = 0, average =  33.20
abnormal pos: x = 242, y = 314, cpnt = 1, average =  33.20
abnormal pos: x = 242, y = 314, cpnt = 2, average =  31.50
abnormal pos: x = 243, y = 314, cpnt = 0, average =  32.10
abnormal pos: x = 243, y = 314, cpnt = 1, average =  32.10
abnormal pos: x = 243, y = 314, cpnt = 2, average =  31.20
abnormal pos: x = 244, y = 314, cpnt = 1, average =  30.30
abnormal pos: x = 245, y = 314, cpnt = 0, average =  31.90
abnormal pos: x = 245, y = 314, cpnt = 1, average =  30.40
abnormal pos: x = 245, y = 314, cpnt = 2, average =  31.90
abnormal pos: x = 246, y = 314, cpnt = 0, average =  33.30
abnormal pos: x = 246, y = 314, cpnt = 1, average =  33.80
abnormal pos: x = 246, y = 314, cpnt = 2, average =  32.10
abnormal pos: x = 247, y = 314, cpnt = 0, average =  33.10
abnormal pos: x = 247, y = 314, cpnt = 1, average =  34.00
abnormal pos: x = 247, y = 314, cpnt = 2, average =  30.80
abnormal pos: x = 365, y = 314, cpnt = 1, average =  31.60
abnormal pos: x = 366, y = 314, cpnt = 1, average =  37.80
abnormal pos: x = 367, y = 314, cpnt = 1, average =  39.30
abnormal pos: x = 368, y = 314, cpnt = 1, average =  38.90
abnormal pos: x = 369, y = 314, cpnt = 1, average =  35.50
abnormal pos: x = 370, y = 314, cpnt = 1, average =  33.00
abnormal pos: x = 371, y = 314, cpnt = 1, average =  32.80
abnormal pos: x = 409, y = 314, cpnt = 2, average =  32.90
abnormal pos: x = 410, y = 314, cpnt = 2, average =  31.80
abnormal pos: x = 411, y = 314, cpnt = 2, average =  32.70
abnormal pos: x = 412, y = 314, cpnt = 2, average =  33.00
abnormal pos: x = 413, y = 314, cpnt = 0, average =  30.60
abnormal pos: x = 413, y = 314, cpnt = 2, average =  37.90
abnormal pos: x = 414, y = 314, cpnt = 0, average =  32.40
abnormal pos: x = 414, y = 314, cpnt = 1, average =  31.60
abnormal pos: x = 414, y = 314, cpnt = 2, average =  40.00
abnormal pos: x = 415, y = 314, cpnt = 0, average =  35.40
abnormal pos: x = 415, y = 314, cpnt = 1, average =  35.80
abnormal pos: x = 415, y = 314, cpnt = 2, average =  42.80
abnormal pos: x = 416, y = 314, cpnt = 0, average =  36.10
abnormal pos: x = 416, y = 314, cpnt = 1, average =  36.70
abnormal pos: x = 416, y = 314, cpnt = 2, average =  41.80
abnormal pos: x = 417, y = 314, cpnt = 0, average =  31.90
abnormal pos: x = 417, y = 314, cpnt = 1, average =  32.50
abnormal pos: x = 417, y = 314, cpnt = 2, average =  37.20
abnormal pos: x = 418, y = 314, cpnt = 0, average =  31.10
abnormal pos: x = 418, y = 314, cpnt = 1, average =  30.30
abnormal pos: x = 418, y = 314, cpnt = 2, average =  35.20
abnormal pos: x = 419, y = 314, cpnt = 0, average =  30.30
abnormal pos: x = 419, y = 314, cpnt = 1, average =  30.10
abnormal pos: x = 419, y = 314, cpnt = 2, average =  33.10
abnormal pos: x = 420, y = 314, cpnt = 0, average =  33.70
abnormal pos: x = 420, y = 314, cpnt = 1, average =  31.90
abnormal pos: x = 420, y = 314, cpnt = 2, average =  34.50
abnormal pos: x = 421, y = 314, cpnt = 0, average =  35.10
abnormal pos: x = 421, y = 314, cpnt = 1, average =  32.20
abnormal pos: x = 421, y = 314, cpnt = 2, average =  35.90
abnormal pos: x = 422, y = 314, cpnt = 0, average =  31.80
abnormal pos: x = 422, y = 314, cpnt = 1, average =  30.10
abnormal pos: x = 422, y = 314, cpnt = 2, average =  32.10
abnormal pos: x = 423, y = 314, cpnt = 0, average =  30.60
abnormal pos: x = 423, y = 314, cpnt = 2, average =  31.10
abnormal pos: x = 426, y = 314, cpnt = 2, average =  31.40
abnormal pos: x = 428, y = 314, cpnt = 1, average =  30.10
abnormal pos: x = 428, y = 314, cpnt = 2, average =  30.70
abnormal pos: x = 429, y = 314, cpnt = 1, average =  30.30
abnormal pos: x = 526, y = 314, cpnt = 0, average =  31.40
abnormal pos: x = 527, y = 314, cpnt = 2, average =  31.90
abnormal pos: x = 528, y = 314, cpnt = 2, average =  30.80
abnormal pos: x = 530, y = 314, cpnt = 0, average =  34.40
abnormal pos: x = 530, y = 314, cpnt = 1, average =  32.20
abnormal pos: x = 530, y = 314, cpnt = 2, average =  34.30
abnormal pos: x = 531, y = 314, cpnt = 0, average =  33.90
abnormal pos: x = 531, y = 314, cpnt = 1, average =  30.40
abnormal pos: x = 531, y = 314, cpnt = 2, average =  30.80
abnormal pos: x = 532, y = 314, cpnt = 0, average =  36.80
abnormal pos: x = 532, y = 314, cpnt = 1, average =  32.30
abnormal pos: x = 532, y = 314, cpnt = 2, average =  30.60
abnormal pos: x = 533, y = 314, cpnt = 0, average =  40.50
abnormal pos: x = 533, y = 314, cpnt = 1, average =  33.80
abnormal pos: x = 533, y = 314, cpnt = 2, average =  30.20
abnormal pos: x = 534, y = 314, cpnt = 0, average =  37.30
abnormal pos: x = 534, y = 314, cpnt = 1, average =  33.30
abnormal pos: x = 534, y = 314, cpnt = 2, average =  30.60
abnormal pos: x = 1, y = 315, cpnt = 2, average =  34.00
abnormal pos: x = 2, y = 315, cpnt = 2, average =  38.00
abnormal pos: x = 3, y = 315, cpnt = 2, average =  39.50
abnormal pos: x = 4, y = 315, cpnt = 0, average =  30.60
abnormal pos: x = 4, y = 315, cpnt = 2, average =  37.00
abnormal pos: x = 5, y = 315, cpnt = 2, average =  31.83
abnormal pos: x = 6, y = 315, cpnt = 2, average =  32.29
abnormal pos: x = 7, y = 315, cpnt = 2, average =  33.12
abnormal pos: x = 9, y = 315, cpnt = 2, average =  33.80
abnormal pos: x = 107, y = 315, cpnt = 1, average =  30.20
abnormal pos: x = 108, y = 315, cpnt = 1, average =  31.50
abnormal pos: x = 109, y = 315, cpnt = 1, average =  33.70
abnormal pos: x = 110, y = 315, cpnt = 0, average =  33.70
abnormal pos: x = 110, y = 315, cpnt = 1, average =  35.70
abnormal pos: x = 110, y = 315, cpnt = 2, average =  31.60
abnormal pos: x = 111, y = 315, cpnt = 0, average =  31.70
abnormal pos: x = 111, y = 315, cpnt = 1, average =  36.40
abnormal pos: x = 111, y = 315, cpnt = 2, average =  31.60
abnormal pos: x = 112, y = 315, cpnt = 1, average =  33.80
abnormal pos: x = 113, y = 315, cpnt = 1, average =  32.30
abnormal pos: x = 189, y = 315, cpnt = 0, average =  30.50
abnormal pos: x = 215, y = 315, cpnt = 1, average =  31.40
abnormal pos: x = 215, y = 315, cpnt = 2, average =  33.60
abnormal pos: x = 216, y = 315, cpnt = 1, average =  30.10
abnormal pos: x = 216, y = 315, cpnt = 2, average =  32.70
abnormal pos: x = 217, y = 315, cpnt = 1, average =  33.20
abnormal pos: x = 217, y = 315, cpnt = 2, average =  36.60
abnormal pos: x = 218, y = 315, cpnt = 0, average =  32.70
abnormal pos: x = 218, y = 315, cpnt = 1, average =  34.80
abnormal pos: x = 218, y = 315, cpnt = 2, average =  34.90
abnormal pos: x = 219, y = 315, cpnt = 0, average =  34.10
abnormal pos: x = 219, y = 315, cpnt = 1, average =  36.20
abnormal pos: x = 219, y = 315, cpnt = 2, average =  39.40
abnormal pos: x = 220, y = 315, cpnt = 0, average =  38.80
abnormal pos: x = 220, y = 315, cpnt = 1, average =  37.80
abnormal pos: x = 220, y = 315, cpnt = 2, average =  41.90
abnormal pos: x = 221, y = 315, cpnt = 0, average =  33.70
abnormal pos: x = 221, y = 315, cpnt = 1, average =  31.30
abnormal pos: x = 221, y = 315, cpnt = 2, average =  35.10
abnormal pos: x = 222, y = 315, cpnt = 2, average =  30.20
abnormal pos: x = 239, y = 315, cpnt = 2, average =  30.60
abnormal pos: x = 240, y = 315, cpnt = 2, average =  31.20
abnormal pos: x = 243, y = 315, cpnt = 2, average =  31.50
abnormal pos: x = 244, y = 315, cpnt = 0, average =  35.90
abnormal pos: x = 244, y = 315, cpnt = 1, average =  31.80
abnormal pos: x = 244, y = 315, cpnt = 2, average =  38.30
abnormal pos: x = 245, y = 315, cpnt = 0, average =  34.10
abnormal pos: x = 245, y = 315, cpnt = 2, average =  34.40
abnormal pos: x = 246, y = 315, cpnt = 0, average =  37.20
abnormal pos: x = 246, y = 315, cpnt = 1, average =  31.70
abnormal pos: x = 246, y = 315, cpnt = 2, average =  36.60
abnormal pos: x = 247, y = 315, cpnt = 0, average =  36.40
abnormal pos: x = 247, y = 315, cpnt = 1, average =  31.00
abnormal pos: x = 247, y = 315, cpnt = 2, average =  36.00
abnormal pos: x = 248, y = 315, cpnt = 0, average =  33.30
abnormal pos: x = 248, y = 315, cpnt = 2, average =  33.30
abnormal pos: x = 249, y = 315, cpnt = 0, average =  34.90
abnormal pos: x = 249, y = 315, cpnt = 2, average =  32.20
abnormal pos: x = 250, y = 315, cpnt = 0, average =  35.10
abnormal pos: x = 250, y = 315, cpnt = 2, average =  34.20
abnormal pos: x = 251, y = 315, cpnt = 0, average =  35.60
abnormal pos: x = 251, y = 315, cpnt = 1, average =  30.20
abnormal pos: x = 251, y = 315, cpnt = 2, average =  33.50
abnormal pos: x = 252, y = 315, cpnt = 0, average =  32.60
abnormal pos: x = 265, y = 315, cpnt = 0, average =  30.30
abnormal pos: x = 310, y = 315, cpnt = 1, average =  34.30
abnormal pos: x = 396, y = 315, cpnt = 0, average =  31.00
abnormal pos: x = 397, y = 315, cpnt = 0, average =  32.40
abnormal pos: x = 399, y = 315, cpnt = 0, average =  33.10
abnormal pos: x = 400, y = 315, cpnt = 0, average =  33.20
abnormal pos: x = 401, y = 315, cpnt = 0, average =  32.00
abnormal pos: x = 494, y = 315, cpnt = 1, average =  30.60
abnormal pos: x = 558, y = 315, cpnt = 1, average =  31.00
abnormal pos: x = 559, y = 315, cpnt = 1, average =  31.30
abnormal pos: x = 559, y = 315, cpnt = 2, average =  31.30
abnormal pos: x = 562, y = 315, cpnt = 1, average =  30.40
abnormal pos: x = 562, y = 315, cpnt = 2, average =  31.60
abnormal pos: x = 0, y = 316, cpnt = 2, average =  45.00
abnormal pos: x = 1, y = 316, cpnt = 2, average =  38.50
abnormal pos: x = 2, y = 316, cpnt = 2, average =  32.33
abnormal pos: x = 108, y = 316, cpnt = 0, average =  32.60
abnormal pos: x = 108, y = 316, cpnt = 1, average =  31.80
abnormal pos: x = 109, y = 316, cpnt = 0, average =  31.40
abnormal pos: x = 122, y = 316, cpnt = 1, average =  32.50
abnormal pos: x = 122, y = 316, cpnt = 2, average =  30.70
abnormal pos: x = 123, y = 316, cpnt = 1, average =  31.60
abnormal pos: x = 123, y = 316, cpnt = 2, average =  31.40
abnormal pos: x = 124, y = 316, cpnt = 1, average =  31.40
abnormal pos: x = 124, y = 316, cpnt = 2, average =  30.50
abnormal pos: x = 125, y = 316, cpnt = 1, average =  31.00
abnormal pos: x = 156, y = 316, cpnt = 1, average =  30.30
abnormal pos: x = 211, y = 316, cpnt = 2, average =  31.40
abnormal pos: x = 212, y = 316, cpnt = 0, average =  32.70
abnormal pos: x = 212, y = 316, cpnt = 1, average =  34.00
abnormal pos: x = 212, y = 316, cpnt = 2, average =  35.90
abnormal pos: x = 213, y = 316, cpnt = 0, average =  30.10
abnormal pos: x = 213, y = 316, cpnt = 1, average =  32.70
abnormal pos: x = 213, y = 316, cpnt = 2, average =  37.20
abnormal pos: x = 214, y = 316, cpnt = 1, average =  31.30
abnormal pos: x = 214, y = 316, cpnt = 2, average =  34.40
abnormal pos: x = 215, y = 316, cpnt = 2, average =  32.40
abnormal pos: x = 223, y = 316, cpnt = 0, average =  31.80
abnormal pos: x = 224, y = 316, cpnt = 0, average =  32.50
abnormal pos: x = 225, y = 316, cpnt = 0, average =  31.10
abnormal pos: x = 226, y = 316, cpnt = 0, average =  33.10
abnormal pos: x = 227, y = 316, cpnt = 0, average =  32.70
abnormal pos: x = 228, y = 316, cpnt = 0, average =  34.70
abnormal pos: x = 229, y = 316, cpnt = 0, average =  33.60
abnormal pos: x = 231, y = 316, cpnt = 0, average =  30.40
abnormal pos: x = 262, y = 316, cpnt = 0, average =  36.00
abnormal pos: x = 263, y = 316, cpnt = 0, average =  31.30
abnormal pos: x = 263, y = 316, cpnt = 1, average =  30.60
abnormal pos: x = 264, y = 316, cpnt = 0, average =  39.40
abnormal pos: x = 264, y = 316, cpnt = 1, average =  32.40
abnormal pos: x = 264, y = 316, cpnt = 2, average =  32.70
abnormal pos: x = 265, y = 316, cpnt = 0, average =  39.80
abnormal pos: x = 265, y = 316, cpnt = 1, average =  32.90
abnormal pos: x = 265, y = 316, cpnt = 2, average =  32.80
abnormal pos: x = 266, y = 316, cpnt = 0, average =  40.20
abnormal pos: x = 266, y = 316, cpnt = 1, average =  35.00
abnormal pos: x = 266, y = 316, cpnt = 2, average =  34.90
abnormal pos: x = 267, y = 316, cpnt = 0, average =  40.40
abnormal pos: x = 267, y = 316, cpnt = 1, average =  36.60
abnormal pos: x = 267, y = 316, cpnt = 2, average =  35.30
abnormal pos: x = 268, y = 316, cpnt = 0, average =  41.20
abnormal pos: x = 268, y = 316, cpnt = 1, average =  37.90
abnormal pos: x = 268, y = 316, cpnt = 2, average =  36.10
abnormal pos: x = 269, y = 316, cpnt = 0, average =  34.40
abnormal pos: x = 269, y = 316, cpnt = 1, average =  32.60
abnormal pos: x = 269, y = 316, cpnt = 2, average =  31.20
abnormal pos: x = 270, y = 316, cpnt = 0, average =  32.00
abnormal pos: x = 280, y = 316, cpnt = 1, average =  30.60
abnormal pos: x = 281, y = 316, cpnt = 1, average =  32.10
abnormal pos: x = 340, y = 316, cpnt = 1, average =  32.40
abnormal pos: x = 340, y = 316, cpnt = 2, average =  32.70
abnormal pos: x = 341, y = 316, cpnt = 2, average =  31.00
abnormal pos: x = 342, y = 316, cpnt = 2, average =  30.30
abnormal pos: x = 363, y = 316, cpnt = 0, average =  30.30
abnormal pos: x = 364, y = 316, cpnt = 0, average =  33.20
abnormal pos: x = 364, y = 316, cpnt = 1, average =  33.20
abnormal pos: x = 365, y = 316, cpnt = 0, average =  34.10
abnormal pos: x = 365, y = 316, cpnt = 1, average =  32.30
abnormal pos: x = 365, y = 316, cpnt = 2, average =  30.40
abnormal pos: x = 366, y = 316, cpnt = 0, average =  32.20
abnormal pos: x = 368, y = 316, cpnt = 0, average =  32.00
abnormal pos: x = 369, y = 316, cpnt = 0, average =  32.20
abnormal pos: x = 370, y = 316, cpnt = 0, average =  34.10
abnormal pos: x = 370, y = 316, cpnt = 2, average =  31.90
abnormal pos: x = 371, y = 316, cpnt = 0, average =  32.50
abnormal pos: x = 371, y = 316, cpnt = 2, average =  32.00
abnormal pos: x = 399, y = 316, cpnt = 0, average =  32.90
abnormal pos: x = 400, y = 316, cpnt = 0, average =  30.10
abnormal pos: x = 468, y = 316, cpnt = 0, average =  30.30
abnormal pos: x = 520, y = 316, cpnt = 0, average =  31.00
abnormal pos: x = 536, y = 316, cpnt = 1, average =  32.90
abnormal pos: x = 537, y = 316, cpnt = 0, average =  30.50
abnormal pos: x = 537, y = 316, cpnt = 1, average =  34.60
abnormal pos: x = 538, y = 316, cpnt = 1, average =  33.80
abnormal pos: x = 539, y = 316, cpnt = 1, average =  32.60
abnormal pos: x = 539, y = 316, cpnt = 2, average =  32.80
abnormal pos: x = 540, y = 316, cpnt = 0, average =  32.40
abnormal pos: x = 540, y = 316, cpnt = 1, average =  32.90
abnormal pos: x = 540, y = 316, cpnt = 2, average =  32.80
abnormal pos: x = 542, y = 316, cpnt = 1, average =  30.20
abnormal pos: x = 0, y = 317, cpnt = 2, average =  46.00
abnormal pos: x = 1, y = 317, cpnt = 1, average =  32.50
abnormal pos: x = 23, y = 317, cpnt = 2, average =  32.50
abnormal pos: x = 95, y = 317, cpnt = 2, average =  30.20
abnormal pos: x = 121, y = 317, cpnt = 1, average =  31.80
abnormal pos: x = 122, y = 317, cpnt = 1, average =  33.20
abnormal pos: x = 123, y = 317, cpnt = 1, average =  32.20
abnormal pos: x = 172, y = 317, cpnt = 1, average =  32.80
abnormal pos: x = 173, y = 317, cpnt = 1, average =  32.70
abnormal pos: x = 174, y = 317, cpnt = 1, average =  31.10
abnormal pos: x = 176, y = 317, cpnt = 2, average =  30.50
abnormal pos: x = 178, y = 317, cpnt = 2, average =  31.10
abnormal pos: x = 179, y = 317, cpnt = 2, average =  31.00
abnormal pos: x = 180, y = 317, cpnt = 2, average =  30.60
abnormal pos: x = 242, y = 317, cpnt = 2, average =  30.40
abnormal pos: x = 244, y = 317, cpnt = 2, average =  30.90
abnormal pos: x = 246, y = 317, cpnt = 2, average =  30.70
abnormal pos: x = 248, y = 317, cpnt = 2, average =  31.20
abnormal pos: x = 250, y = 317, cpnt = 0, average =  30.50
abnormal pos: x = 251, y = 317, cpnt = 0, average =  31.30
abnormal pos: x = 252, y = 317, cpnt = 0, average =  35.00
abnormal pos: x = 252, y = 317, cpnt = 2, average =  31.80
abnormal pos: x = 253, y = 317, cpnt = 0, average =  37.80
abnormal pos: x = 253, y = 317, cpnt = 1, average =  31.20
abnormal pos: x = 253, y = 317, cpnt = 2, average =  32.00
abnormal pos: x = 254, y = 317, cpnt = 0, average =  32.60
abnormal pos: x = 310, y = 317, cpnt = 0, average =  31.30
abnormal pos: x = 331, y = 317, cpnt = 1, average =  31.30
abnormal pos: x = 483, y = 317, cpnt = 1, average =  32.70
abnormal pos: x = 522, y = 317, cpnt = 0, average =  32.30
abnormal pos: x = 523, y = 317, cpnt = 0, average =  32.60
abnormal pos: x = 524, y = 317, cpnt = 0, average =  35.80
abnormal pos: x = 525, y = 317, cpnt = 0, average =  37.10
abnormal pos: x = 525, y = 317, cpnt = 1, average =  30.70
abnormal pos: x = 526, y = 317, cpnt = 0, average =  35.90
abnormal pos: x = 526, y = 317, cpnt = 1, average =  32.00
abnormal pos: x = 527, y = 317, cpnt = 0, average =  33.40
abnormal pos: x = 527, y = 317, cpnt = 1, average =  30.80
abnormal pos: x = 528, y = 317, cpnt = 0, average =  40.00
abnormal pos: x = 528, y = 317, cpnt = 1, average =  34.60
abnormal pos: x = 528, y = 317, cpnt = 2, average =  32.90
abnormal pos: x = 529, y = 317, cpnt = 0, average =  38.70
abnormal pos: x = 529, y = 317, cpnt = 1, average =  33.10
abnormal pos: x = 529, y = 317, cpnt = 2, average =  32.90
abnormal pos: x = 530, y = 317, cpnt = 0, average =  37.40
abnormal pos: x = 530, y = 317, cpnt = 1, average =  34.90
abnormal pos: x = 530, y = 317, cpnt = 2, average =  35.40
abnormal pos: x = 544, y = 317, cpnt = 2, average =  34.50
abnormal pos: x = 545, y = 317, cpnt = 0, average =  31.90
abnormal pos: x = 545, y = 317, cpnt = 1, average =  30.80
abnormal pos: x = 545, y = 317, cpnt = 2, average =  39.70
abnormal pos: x = 546, y = 317, cpnt = 0, average =  32.80
abnormal pos: x = 546, y = 317, cpnt = 1, average =  31.90
